FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall 
51087,VA,"Henrico County, Virginia",12.50%,"37,610",130.00%,SNAP,185.00%,Other Nutrition Program,33.50%,15.40%,51.00%,13.90%,"10,090",65%,36%,$2.54 ,"$16,443,440 "
51089,VA,"Henry County, Virginia",18.30%,"10,040",130.00%,SNAP,185.00%,Other Nutrition Program,49.60%,28.60%,21.80%,25.10%,"2,810",82%,18%,$2.42 ,"$4,182,200 "
51091,VA,"Highland County, Virginia",10.10%,240,130.00%,SNAP,185.00%,Other Nutrition Program,36.90%,21.60%,41.50%,17.90%,60,45%,55%,$2.61 ,"$107,820 "
51093,VA,"Isle of Wight County, Virginia",12.00%,"4,180",130.00%,SNAP,185.00%,Other Nutrition Program,31.40%,25.90%,42.80%,14.40%,"1,150",66%,34%,$2.81 ,"$2,021,800 "
51095,VA,"James City County, Virginia",9.10%,"5,830",130.00%,SNAP,185.00%,Other Nutrition Program,26.70%,20.70%,52.60%,14.10%,"1,980",47%,54%,$3.24 ,"$3,251,390 "
51097,VA,"King and Queen County, Virginia",15.30%,"1,060",130.00%,SNAP,185.00%,Other Nutrition Program,45.40%,19.00%,35.60%,17.90%,260,70%,30%,$2.53 ,"$461,620 "
51099,VA,"King George County, Virginia",11.20%,"2,550",130.00%,SNAP,185.00%,Other Nutrition Program,27.10%,13.10%,59.80%,15.50%,980,44%,56%,$2.67 ,"$1,171,940 "
51101,VA,"King William County, Virginia",11.10%,"1,720",130.00%,SNAP,185.00%,Other Nutrition Program,29.40%,20.40%,50.20%,15.20%,590,56%,44%,$2.67 ,"$790,490 "
51103,VA,"Lancaster County, Virginia",14.80%,"1,690",130.00%,SNAP,185.00%,Other Nutrition Program,33.70%,22.90%,43.40%,16.10%,290,96%,4%,$2.49 ,"$724,340 "
51105,VA,"Lee County, Virginia",13.70%,"3,490",130.00%,SNAP,185.00%,Other Nutrition Program,53.20%,31.10%,15.70%,23.80%,"1,220",67%,33%,$2.38 ,"$1,429,740 "
51107,VA,"Loudoun County, Virginia",5.80%,"17,030",130.00%,SNAP,185.00%,Other Nutrition Program,18.80%,14.30%,66.90%,11.40%,"10,000",20%,80%,$2.84 ,"$8,325,080 "
51109,VA,"Louisa County, Virginia",12.40%,"4,000",130.00%,SNAP,185.00%,Other Nutrition Program,38.00%,23.30%,38.70%,15.40%,"1,090",63%,37%,$2.49 ,"$1,714,410 "
51111,VA,"Lunenburg County, Virginia",17.60%,"2,280",130.00%,SNAP,185.00%,Other Nutrition Program,47.90%,30.70%,21.40%,19.10%,480,100%,0%,$2.48 ,"$973,290 "
51113,VA,"Madison County, Virginia",11.00%,"1,470",130.00%,SNAP,185.00%,Other Nutrition Program,38.40%,21.50%,40.10%,17.30%,510,57%,43%,$2.71 ,"$685,710 "
51115,VA,"Mathews County, Virginia",9.80%,880,130.00%,SNAP,185.00%,Other Nutrition Program,41.00%,33.60%,25.40%,15.70%,270,60%,40%,$2.89 ,"$437,760 "
51117,VA,"Mecklenburg County, Virginia",19.40%,"6,340",130.00%,SNAP,185.00%,Other Nutrition Program,50.40%,20.10%,29.60%,20.60%,"1,320",89%,12%,$2.46 ,"$2,684,600 "
51119,VA,"Middlesex County, Virginia",12.20%,"1,320",130.00%,SNAP,185.00%,Other Nutrition Program,35.80%,25.10%,39.10%,15.70%,270,87%,13%,$2.74 ,"$622,560 "
51121,VA,"Montgomery County, Virginia",13.50%,"12,500",130.00%,SNAP,185.00%,Other Nutrition Program,46.80%,17.50%,35.70%,18.60%,"2,710",48%,52%,$2.78 ,"$5,981,500 "
51125,VA,"Nelson County, Virginia",11.20%,"1,670",130.00%,SNAP,185.00%,Other Nutrition Program,43.80%,24.00%,32.30%,15.80%,450,64%,36%,$2.73 ,"$784,760 "
51127,VA,"New Kent County, Virginia",10.20%,"1,800",130.00%,SNAP,185.00%,Other Nutrition Program,18.70%,19.50%,61.80%,13.00%,520,45%,55%,$2.79 ,"$864,440 "
51131,VA,"Northampton County, Virginia",17.00%,"2,140",130.00%,SNAP,185.00%,Other Nutrition Program,54.30%,19.40%,26.30%,16.80%,430,100%,0%,$2.63 ,"$968,780 "
51133,VA,"Northumberland County, Virginia",14.20%,"1,770",130.00%,SNAP,185.00%,Other Nutrition Program,34.60%,27.50%,37.90%,16.30%,340,94%,6%,$2.70 ,"$822,610 "
51135,VA,"Nottoway County, Virginia",17.00%,"2,690",130.00%,SNAP,185.00%,Other Nutrition Program,51.50%,20.50%,28.00%,18.00%,560,100%,0%,$2.42 ,"$1,120,530 "
51137,VA,"Orange County, Virginia",11.40%,"3,730",130.00%,SNAP,185.00%,Other Nutrition Program,35.50%,24.90%,39.60%,16.40%,"1,230",61%,39%,$2.79 ,"$1,791,300 "
51139,VA,"Page County, Virginia",13.80%,"3,320",130.00%,SNAP,185.00%,Other Nutrition Program,43.50%,37.10%,19.40%,23.80%,"1,240",65%,35%,$2.43 ,"$1,388,670 "
51141,VA,"Patrick County, Virginia",14.50%,"2,700",130.00%,SNAP,185.00%,Other Nutrition Program,44.40%,28.60%,27.00%,23.60%,840,72%,28%,$2.44 ,"$1,133,990 "
51143,VA,"Pittsylvania County, Virginia",16.00%,"10,070",130.00%,SNAP,185.00%,Other Nutrition Program,44.10%,21.40%,34.50%,20.70%,"2,810",67%,33%,$2.61 ,"$4,524,030 "
51145,VA,"Powhatan County, Virginia",10.00%,"2,770",130.00%,SNAP,185.00%,Other Nutrition Program,15.30%,15.50%,69.20%,13.40%,820,33%,67%,$2.76 ,"$1,315,970 "
51147,VA,"Prince Edward County, Virginia",17.60%,"3,990",130.00%,SNAP,185.00%,Other Nutrition Program,41.60%,19.00%,39.40%,16.70%,670,85%,15%,$2.42 ,"$1,662,050 "
51149,VA,"Prince George County, Virginia",12.40%,"4,370",130.00%,SNAP,185.00%,Other Nutrition Program,22.90%,15.60%,61.50%,12.60%,"1,000",71%,29%,$2.23 ,"$1,677,420 "
51153,VA,"Prince William County, Virginia",8.40%,"31,940",130.00%,SNAP,185.00%,Other Nutrition Program,25.20%,22.10%,52.70%,12.60%,"13,740",47%,54%,$2.60 ,"$14,294,330 "
51155,VA,"Pulaski County, Virginia",13.10%,"4,590",130.00%,SNAP,185.00%,Other Nutrition Program,48.30%,25.60%,26.20%,21.60%,"1,450",65%,36%,$2.43 ,"$1,919,880 "
51157,VA,"Rappahannock County, Virginia",9.30%,690,130.00%,SNAP,185.00%,Other Nutrition Program,40.40%,19.70%,39.80%,15.60%,230,43%,57%,$2.53 ,"$300,490 "
51159,VA,"Richmond County, Virginia",14.30%,"1,330",130.00%,SNAP,185.00%,Other Nutrition Program,33.10%,14.00%,52.90%,14.40%,230,57%,43%,$2.60 ,"$595,220 "
51161,VA,"Roanoke County, Virginia",8.30%,"7,630",130.00%,SNAP,185.00%,Other Nutrition Program,27.20%,22.30%,50.50%,14.40%,"2,890",45%,55%,$2.65 ,"$3,480,380 "
51163,VA,"Rockbridge County, Virginia",10.60%,"2,360",130.00%,SNAP,185.00%,Other Nutrition Program,46.30%,34.70%,18.90%,18.70%,820,67%,33%,$2.44 ,"$991,190 "
51165,VA,"Rockingham County, Virginia",9.10%,"6,840",130.00%,SNAP,185.00%,Other Nutrition Program,42.50%,33.90%,23.60%,17.50%,"3,120",61%,39%,$2.49 ,"$2,931,640 "
51167,VA,"Russell County, Virginia",14.00%,"4,030",130.00%,SNAP,185.00%,Other Nutrition Program,50.30%,34.50%,15.20%,22.90%,"1,350",67%,33%,$2.41 ,"$1,671,770 "
51169,VA,"Scott County, Virginia",13.70%,"3,190",130.00%,SNAP,185.00%,Other Nutrition Program,51.00%,31.00%,18.00%,22.30%,"1,020",68%,32%,$2.53 ,"$1,389,210 "
51171,VA,"Shenandoah County, Virginia",10.20%,"4,240",130.00%,SNAP,185.00%,Other Nutrition Program,40.30%,29.00%,30.70%,17.90%,"1,610",55%,46%,$2.50 ,"$1,824,570 "
51173,VA,"Smyth County, Virginia",14.70%,"4,750",130.00%,SNAP,185.00%,Other Nutrition Program,50.30%,28.80%,20.80%,26.40%,"1,790",67%,34%,$2.41 ,"$1,970,450 "
51175,VA,"Southampton County, Virginia",17.40%,"3,220",130.00%,SNAP,185.00%,Other Nutrition Program,40.80%,14.30%,44.90%,18.10%,710,77%,23%,$2.60 ,"$1,441,070 "
51177,VA,"Spotsylvania County, Virginia",9.30%,"11,220",130.00%,SNAP,185.00%,Other Nutrition Program,30.30%,19.70%,49.90%,13.70%,"4,680",49%,51%,$2.47 ,"$4,770,300 "
51179,VA,"Stafford County, Virginia",8.30%,"10,380",130.00%,SNAP,185.00%,Other Nutrition Program,18.20%,14.20%,67.70%,11.50%,"4,210",31%,69%,$2.80 ,"$5,002,780 "
51181,VA,"Surry County, Virginia",15.00%,"1,060",130.00%,SNAP,185.00%,Other Nutrition Program,39.10%,18.00%,43.00%,10.10%,160,100%,0%,$2.76 ,"$503,580 "
51183,VA,"Sussex County, Virginia",21.60%,"2,630",130.00%,SNAP,185.00%,Other Nutrition Program,45.00%,16.70%,38.30%,17.40%,370,100%,0%,$2.77 ,"$1,253,980 "
51185,VA,"Tazewell County, Virginia",11.80%,"5,290",130.00%,SNAP,185.00%,Other Nutrition Program,55.30%,32.10%,12.60%,21.10%,"1,930",67%,33%,$2.36 ,"$2,148,940 "
51187,VA,"Warren County, Virginia",9.80%,"3,650",130.00%,SNAP,185.00%,Other Nutrition Program,35.70%,26.90%,37.40%,17.00%,"1,540",51%,49%,$2.59 ,"$1,627,230 "
51191,VA,"Washington County, Virginia",12.30%,"6,680",130.00%,SNAP,185.00%,Other Nutrition Program,49.70%,29.10%,21.20%,21.90%,"2,280",62%,38%,$2.37 ,"$2,725,090 "
51193,VA,"Westmoreland County, Virginia",13.30%,"2,290",130.00%,SNAP,185.00%,Other Nutrition Program,40.10%,17.30%,42.60%,13.50%,470,78%,22%,$2.68 ,"$1,056,390 "
51195,VA,"Wise County, Virginia",13.10%,"5,450",130.00%,SNAP,185.00%,Other Nutrition Program,56.70%,32.00%,11.30%,24.00%,"2,030",76%,24%,$2.40 ,"$2,251,460 "
51197,VA,"Wythe County, Virginia",13.40%,"3,890",130.00%,SNAP,185.00%,Other Nutrition Program,50.40%,28.60%,21.00%,23.60%,"1,380",69%,31%,$2.47 ,"$1,653,870 "
51199,VA,"York County, Virginia",8.30%,"5,350",130.00%,SNAP,185.00%,Other Nutrition Program,19.90%,16.00%,64.00%,12.00%,"2,040",36%,64%,$2.60 ,"$2,394,320 "
51510,VA,"Alexandria city, Virginia",9.00%,"12,090",130.00%,SNAP,185.00%,Other Nutrition Program,33.50%,17.70%,48.80%,12.90%,"2,890",62%,38%,$3.23 ,"$6,721,780 "
51515,VA,"Bedford city, Virginia",15.80%,970,130.00%,SNAP,185.00%,Other Nutrition Program,54.20%,23.70%,22.10%,23.10%,350,82%,18%,$2.62 ,"$437,450 "
51520,VA,"Bristol city, Virginia",15.70%,"2,790",130.00%,SNAP,185.00%,Other Nutrition Program,57.10%,25.20%,17.70%,28.30%,"1,030",73%,27%,$2.51 ,"$1,205,410 "
51530,VA,"Buena Vista city, Virginia",14.70%,980,130.00%,SNAP,185.00%,Other Nutrition Program,49.50%,29.50%,21.00%,25.10%,360,69%,31%,$2.68 ,"$452,080 "
51540,VA,"Charlottesville city, Virginia",16.10%,"6,790",130.00%,SNAP,185.00%,Other Nutrition Program,54.50%,15.90%,29.60%,16.30%,"1,040",85%,16%,$3.18 ,"$3,716,660 "
51550,VA,"Chesapeake city, Virginia",11.90%,"26,100",130.00%,SNAP,185.00%,Other Nutrition Program,25.50%,17.90%,56.60%,12.40%,"7,060",58%,42%,$2.48 ,"$11,141,610 "
51570,VA,"Colonial Heights city, Virginia",11.00%,"1,910",130.00%,SNAP,185.00%,Other Nutrition Program,26.30%,27.90%,45.70%,15.90%,600,50%,50%,$2.34 ,"$769,320 "
51580,VA,"Covington city, Virginia",15.90%,950,130.00%,SNAP,185.00%,Other Nutrition Program,44.80%,22.70%,32.50%,25.40%,330,55%,45%,$2.44 ,"$399,000 "
51590,VA,"Danville city, Virginia",23.30%,"10,220",130.00%,SNAP,185.00%,Other Nutrition Program,56.30%,18.40%,25.30%,24.10%,"2,210",98%,2%,$2.26 ,"$3,975,710 "
51595,VA,"Emporia city, Virginia",25.30%,"1,470",130.00%,SNAP,185.00%,Other Nutrition Program,63.90%,15.90%,20.10%,22.30%,310,100%,0%,$2.42 ,"$612,330 "
51600,VA,"Fairfax city, Virginia",6.70%,"1,480",130.00%,SNAP,185.00%,Other Nutrition Program,23.30%,15.80%,60.90%,13.70%,600,25%,75%,$3.29 ,"$838,130 "
51610,VA,"Falls Church city, Virginia",7.10%,820,130.00%,SNAP,185.00%,Other Nutrition Program,21.20%,12.20%,66.50%,12.00%,330,19%,81%,$3.86 ,"$544,820 "
51620,VA,"Franklin city, Virginia",22.80%,"1,950",130.00%,SNAP,185.00%,Other Nutrition Program,51.80%,16.90%,31.30%,21.00%,420,100%,0%,$2.44 ,"$818,990 "
51630,VA,"Fredericksburg city, Virginia",15.60%,"3,650",130.00%,SNAP,185.00%,Other Nutrition Program,41.10%,19.50%,39.40%,19.10%,860,79%,21%,$2.70 ,"$1,696,340 "
51640,VA,"Galax city, Virginia",17.50%,"1,220",130.00%,SNAP,185.00%,Other Nutrition Program,60.60%,24.00%,15.40%,32.30%,360,64%,36%,$2.37 ,"$497,700 "
51650,VA,"Hampton city, Virginia",16.90%,"23,440",130.00%,SNAP,185.00%,Other Nutrition Program,36.00%,15.00%,49.00%,14.00%,"4,470",89%,11%,$2.46 ,"$9,925,410 "
51660,VA,"Harrisonburg city, Virginia",15.90%,"7,550",130.00%,SNAP,185.00%,Other Nutrition Program,53.10%,21.00%,25.90%,20.30%,"1,390",77%,24%,$2.49 ,"$3,235,950 "
51670,VA,"Hopewell city, Virginia",19.10%,"4,290",130.00%,SNAP,185.00%,Other Nutrition Program,51.30%,22.70%,26.00%,21.60%,"1,160",100%,0%,$2.65 ,"$1,956,860 "
51678,VA,"Lexington city, Virginia",18.60%,"1,300",130.00%,SNAP,185.00%,Other Nutrition Program,38.70%,6.60%,54.70%,27.50%,220,56%,44%,$2.87 ,"$642,220 "
51680,VA,"Lynchburg city, Virginia",17.30%,"12,760",130.00%,SNAP,185.00%,Other Nutrition Program,47.80%,17.40%,34.80%,20.70%,"2,970",85%,15%,$2.39 ,"$5,249,330 "
51683,VA,"Manassas city, Virginia",10.50%,"3,770",130.00%,SNAP,185.00%,Other Nutrition Program,41.90%,31.20%,26.90%,20.30%,"2,040",58%,42%,$2.69 ,"$1,745,620 "
51685,VA,"Manassas Park city, Virginia",7.90%,"1,050",130.00%,SNAP,185.00%,Other Nutrition Program,29.50%,21.10%,49.40%,16.60%,640,39%,62%,$4.05 ,"$731,980 "
51690,VA,"Martinsville city, Virginia",26.40%,"3,700",130.00%,SNAP,185.00%,Other Nutrition Program,57.00%,16.90%,26.00%,27.90%,850,96%,4%,$2.14 ,"$1,362,920 "
51700,VA,"Newport News city, Virginia",15.50%,"28,160",130.00%,SNAP,185.00%,Other Nutrition Program,39.10%,16.20%,44.70%,14.90%,"6,600",83%,17%,$2.38 ,"$11,536,270 "
51710,VA,"Norfolk city, Virginia",17.70%,"42,870",130.00%,SNAP,185.00%,Other Nutrition Program,44.20%,18.50%,37.20%,17.20%,"8,850",98%,2%,$2.43 ,"$17,931,450 "
51720,VA,"Norton city, Virginia",13.80%,530,130.00%,SNAP,185.00%,Other Nutrition Program,59.70%,24.60%,15.80%,20.70%,180,73%,27%,$2.56 ,"$233,550 "
51730,VA,"Petersburg city, Virginia",25.40%,"8,200",130.00%,SNAP,185.00%,Other Nutrition Program,52.20%,12.60%,35.20%,18.70%,"1,290",100%,0%,$2.49 ,"$3,514,540 "
51735,VA,"Poquoson city, Virginia",7.30%,880,130.00%,SNAP,185.00%,Other Nutrition Program,26.60%,16.80%,56.60%,14.30%,430,28%,72%,$3.00 ,"$454,420 "
51740,VA,"Portsmouth city, Virginia",18.40%,"17,820",130.00%,SNAP,185.00%,Other Nutrition Program,41.60%,16.80%,41.60%,16.40%,"3,750",97%,4%,$2.54 ,"$7,791,070 "
51750,VA,"Radford city, Virginia",17.60%,"2,870",130.00%,SNAP,185.00%,Other Nutrition Program,49.70%,16.30%,34.10%,20.20%,410,61%,39%,$2.87 ,"$1,417,810 "
51760,VA,"Richmond city, Virginia",21.40%,"43,220",130.00%,SNAP,185.00%,Other Nutrition Program,54.60%,13.50%,32.00%,20.80%,"8,020",98%,2%,$2.96 ,"$22,020,750 "
51770,VA,"Roanoke city, Virginia",16.90%,"16,170",130.00%,SNAP,185.00%,Other Nutrition Program,54.00%,19.70%,26.30%,21.90%,"4,490",85%,15%,$2.37 ,"$6,596,510 "
51775,VA,"Salem city, Virginia",10.10%,"2,480",130.00%,SNAP,185.00%,Other Nutrition Program,35.80%,24.70%,39.40%,15.00%,730,54%,46%,$2.51 ,"$1,071,470 "
51790,VA,"Staunton city, Virginia",12.80%,"3,040",130.00%,SNAP,185.00%,Other Nutrition Program,47.90%,24.40%,27.70%,19.60%,860,72%,28%,$2.59 ,"$1,355,280 "
51800,VA,"Suffolk city, Virginia",15.00%,"12,410",130.00%,SNAP,185.00%,Other Nutrition Program,34.40%,11.80%,53.90%,13.40%,"2,920",68%,32%,$2.63 ,"$5,618,020 "
51810,VA,"Virginia Beach city, Virginia",10.20%,"44,680",130.00%,SNAP,185.00%,Other Nutrition Program,27.70%,21.40%,50.90%,13.70%,"14,490",58%,42%,$2.63 ,"$20,226,680 "
51820,VA,"Waynesboro city, Virginia",14.10%,"2,950",130.00%,SNAP,185.00%,Other Nutrition Program,52.20%,21.10%,26.70%,25.80%,"1,250",62%,38%,$2.56 ,"$1,299,920 "
51830,VA,"Williamsburg city, Virginia",18.10%,"2,420",130.00%,SNAP,185.00%,Other Nutrition Program,25.40%,8.60%,66.00%,23.10%,320,53%,48%,$3.42 ,"$1,424,610 "
51840,VA,"Winchester city, Virginia",12.30%,"3,180",130.00%,SNAP,185.00%,Other Nutrition Program,48.00%,30.30%,21.70%,21.30%,"1,150",63%,37%,$2.63 ,"$1,439,590 "
53001,WA,"Adams County, Washington",15.30%,"2,730",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",100.00%,N/A,0.00%,31.90%,"1,890",80%,20%,$2.36 ,"$1,109,000 "
53003,WA,"Asotin County, Washington",14.80%,"3,170",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.00%,N/A,25.00%,24.10%,"1,090",75%,25%,$2.29 ,"$1,249,540 "
53005,WA,"Benton County, Washington",12.70%,"21,140",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.50%,N/A,31.50%,22.40%,"10,070",63%,37%,$2.47 ,"$8,987,890 "
53007,WA,"Chelan County, Washington",12.90%,"9,190",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",78.50%,N/A,21.50%,23.40%,"4,150",67%,33%,$2.76 ,"$4,365,960 "
53009,WA,"Clallam County, Washington",16.00%,"11,300",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.50%,N/A,30.50%,25.40%,"3,280",69%,31%,$2.54 ,"$4,940,460 "
53011,WA,"Clark County, Washington",17.20%,"71,210",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.10%,N/A,41.90%,25.40%,"27,860",57%,43%,$2.61 ,"$31,991,690 "
53013,WA,"Columbia County, Washington",17.00%,670,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",77.10%,N/A,22.90%,25.70%,200,83%,17%,$2.54 ,"$292,930 "
53015,WA,"Cowlitz County, Washington",18.00%,"18,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.90%,N/A,26.10%,28.00%,"6,860",69%,31%,$2.62 ,"$8,239,400 "
53017,WA,"Douglas County, Washington",13.30%,"4,930",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",91.80%,N/A,8.20%,25.00%,"2,510",79%,21%,$2.33 ,"$1,977,240 "
53019,WA,"Ferry County, Washington",20.50%,"1,540",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",82.30%,N/A,17.70%,29.40%,490,72%,28%,$2.56 ,"$678,600 "
53021,WA,"Franklin County, Washington",13.70%,"9,760",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",100.00%,N/A,0.00%,26.90%,"6,540",77%,23%,$2.43 ,"$4,082,360 "
53023,WA,"Garfield County, Washington",14.50%,320,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.50%,N/A,25.50%,23.70%,100,83%,17%,$2.54 ,"$139,910 "
53025,WA,"Grant County, Washington",15.90%,"13,580",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",91.60%,N/A,8.40%,29.20%,"7,470",77%,23%,$2.53 ,"$5,913,930 "
53027,WA,"Grays Harbor County, Washington",18.30%,"13,160",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.70%,N/A,28.30%,28.50%,"4,450",72%,29%,$2.89 ,"$6,546,500 "
53029,WA,"Island County, Washington",13.70%,"10,750",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",52.00%,N/A,48.00%,21.20%,"3,500",54%,46%,$2.68 ,"$4,959,050 "
53031,WA,"Jefferson County, Washington",15.40%,"4,550",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",70.80%,N/A,29.20%,24.60%,"1,130",78%,22%,$3.34 ,"$2,615,850 "
53033,WA,"King County, Washington",14.00%,"262,640",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",51.00%,N/A,49.00%,19.70%,"78,680",50%,50%,$2.84 ,"$128,391,080 "
53035,WA,"Kitsap County, Washington",13.10%,"32,290",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",56.70%,N/A,43.30%,19.70%,"11,010",56%,44%,$2.59 ,"$14,395,390 "
53037,WA,"Kittitas County, Washington",16.80%,"6,690",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.10%,N/A,31.90%,23.80%,"1,710",63%,37%,$2.95 ,"$3,397,060 "
53039,WA,"Klickitat County, Washington",17.30%,"3,470",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",83.70%,N/A,16.30%,30.40%,"1,340",73%,27%,$2.54 ,"$1,517,120 "
53041,WA,"Lewis County, Washington",17.60%,"13,150",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.10%,N/A,27.90%,26.90%,"4,510",71%,29%,$2.64 ,"$5,975,650 "
53043,WA,"Lincoln County, Washington",14.30%,"1,510",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.70%,N/A,27.30%,23.80%,560,69%,31%,$2.88 ,"$748,560 "
53045,WA,"Mason County, Washington",16.60%,"9,870",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.30%,N/A,35.70%,25.90%,"3,070",65%,35%,$2.63 ,"$4,468,160 "
53047,WA,"Okanogan County, Washington",16.60%,"6,680",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",86.50%,N/A,13.50%,28.10%,"2,620",78%,22%,$2.43 ,"$2,794,080 "
53049,WA,"Pacific County, Washington",18.10%,"3,840",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.60%,N/A,28.40%,27.20%,"1,050",69%,31%,$2.54 ,"$1,678,880 "
53051,WA,"Pend Oreille County, Washington",19.30%,"2,490",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",88.10%,N/A,11.90%,29.30%,840,85%,15%,$2.94 ,"$1,260,090 "
53053,WA,"Pierce County, Washington",15.30%,"119,880",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.50%,N/A,40.50%,21.80%,"42,150",62%,38%,$2.58 ,"$53,238,040 "
53055,WA,"San Juan County, Washington",12.60%,"1,950",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.50%,N/A,36.50%,20.20%,500,61%,39%,$2.57 ,"$862,630 "
53057,WA,"Skagit County, Washington",14.60%,"16,860",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.50%,N/A,31.50%,24.00%,"6,560",66%,34%,$2.43 ,"$7,052,120 "
53059,WA,"Skamania County, Washington",16.50%,"1,790",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.70%,N/A,38.30%,23.90%,550,59%,41%,$2.54 ,"$782,600 "
53061,WA,"Snohomish County, Washington",14.10%,"98,060",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",49.80%,N/A,50.20%,21.20%,"36,130",47%,53%,$2.62 ,"$44,223,060 "
53063,WA,"Spokane County, Washington",15.50%,"71,440",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.70%,N/A,33.30%,22.90%,"24,600",64%,36%,$2.49 ,"$30,619,380 "
53065,WA,"Stevens County, Washington",17.80%,"7,660",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",76.60%,N/A,23.40%,26.80%,"2,760",78%,22%,$2.46 ,"$3,243,540 "
53067,WA,"Thurston County, Washington",13.40%,"32,690",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",55.20%,N/A,44.80%,20.30%,"11,170",52%,48%,$2.53 ,"$14,236,100 "
53069,WA,"Wahkiakum County, Washington",17.80%,710,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.50%,N/A,39.50%,25.80%,210,59%,41%,$2.54 ,"$310,420 "
53071,WA,"Walla Walla County, Washington",14.10%,"8,120",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",74.50%,N/A,25.50%,24.80%,"3,200",69%,31%,$2.64 ,"$3,689,910 "
53073,WA,"Whatcom County, Washington",14.90%,"29,230",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.90%,N/A,31.10%,21.80%,"9,020",62%,38%,$2.50 ,"$12,578,370 "
53075,WA,"Whitman County, Washington",16.60%,"7,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.60%,N/A,32.40%,18.90%,"1,250",56%,44%,$2.65 ,"$3,316,160 "
53077,WA,"Yakima County, Washington",15.40%,"36,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",97.70%,N/A,2.30%,30.20%,"21,300",76%,24%,$2.44 ,"$15,279,470 "
