,Organization,Address,City,State
12,Betty Frank Senior Lunch Program,1121 Whitney Ave Vallejo CA 94589,Vallejo,['CA']
13,St Anne'S Food Bank,378 N F St Porterville CA 93257,Porterville,['CA']
14,Second Harvest Foodbank Of Orange County,8014 Marine Way Irvine CA 92618,Irvine,['CA']
15,Sova,1140 N La Brea Ave West Hollywood CA 90038,West Hollywood,['CA']
16,Senior Nutrution Ctr,1011 E Main St El Cajon CA 92021,El Cajon,['CA']
17,Elk Grove Cmnty Food Bank Svc,8978 Elk Grove Blvd Elk Grove CA 95624,Elk Grove,['CA']
18,Titan Food,5700 E Olympic Blvd Commerce CA 90022,Commerce,['CA']
19,Community Food Bank,3403 E Central Ave Fresno CA 93725,Fresno,['CA']
0,Richmond Emergency Food Pantry,2369 Barrett Ave Richmond CA 94804,Richmond,['CA']
1,Redwood Empire Food Bank,3990 Brickway Blvd Santa Rosa CA 95403,Santa Rosa,['CA']
2,Interfaith Community Support,12687 California St Yucaipa CA 92399,Yucaipa,['CA']
3,Food Bank Of Sn Joaquin County,704 Industrial Park Dr Manteca CA 95337 Tracy CA 95304,Tracy,['CA']
4,Jdfc - Jacobs Food Distribution Center,899 N Fair Oaks Ave Pasadena CA 91103,Pasadena,['CA']
5,Food Pantry Lax,355 E Beach Ave Inglewood CA 90302,Inglewood,['CA']
6,Food Pantry,4621 Lake Isabella Blvd Lake Isabella CA 93240,Lake Isabella,['CA']
7,Food Bank Of Contra Costa And Solano,4010 Nelson Ave Concord CA 94520,Concord,['CA']
8,South Hayward Parish,27287 Patrick Ave Hayward CA 94544,Hayward,['CA']
9,Gap Food Bank Ministries,8768 Helms Ave Ste A Rancho Cucamonga CA 91730,Rancho Cucamonga,['CA']
10,Hawaiian Garden Food Bank Inc,21411 Norwalk Blvd Hawaiian Gardens CA 90716,Hawaiian Gardens,['CA']
11,Peoples Community Food Bank,4155 Verdugo Rd Los Angeles CA 90065,Los Angeles,['CA']
12,Second Harvest Food Bank,750 Curtner Ave San Jose CA 95125,San Jose,['CA']
13,Interfaith Food Bank-His Raft Inc,2209 E Main St Stockton CA 95205,Stockton,['CA']
14,The Resource Connection,206 George Reed Dr San Andreas CA 95249,San Andreas,['CA']
15,Emergency Food Bank,7 W Scotts Ave Stockton CA 95203,Stockton,['CA']
16,Menifee Valley Community Cupboard,26808 Cherry Hills Blvd Sun City CA 92586,Sun City,['CA']
17,California Freedom House,Sacramento CA 95815,Sacramento,['CA']
18,Food Bank Of Nevada County,310 Railroad Ave Grass Valley CA 95945,Grass Valley,['CA']
19,Alameda County Community Food Bank,PO Box 2599 Oakland CA 94614,Oakland,['CA']
0,Manna Food Distribution,480 Perry Ct Santa Clara CA 95054,Santa Clara,['CA']
1,Porky'S Bbq-Yuba City,1190 Bridge st Yuba City CA 95991,Yuba City,['CA']
2,Meals On Wheels,Pomona CA 91769,Pomona,['CA']
3,God Provides Ministry Food Bank,2453 Troy Ave South El Monte CA 91733,South El Monte,['CA']
4,The Hope Center,2601 Niles St Bakersfield CA 93307,Bakersfield,['CA']
5,River City Comm Servs,1322 27th St Sacramento CA 95816,Sacramento,['CA']
6,Alameda Food Bank,1900 Thau Way Alameda CA 94501,Alameda,['CA']
7,City Impact,230 Jones St San Francisco CA 94102,San Francisco,['CA']
8,Community Sharing Christian Center,579 Center St Oakdale CA 95361,Oakdale,['CA']
9,Mikeys Feed The People,1421 Hilltop Dr Chula Vista CA 91911,Chula Vista,['CA']
10,Moms United Boys To Mens Club,2000 Riverside Dr Los Angeles CA 90039,Los Angeles,['CA']
11,Hope Food Bank,610 S State St San Jacinto CA 92583,San Jacinto,['CA']
12,Pure Pantry,8835 Thornton Rd Stockton CA 95209,Stockton,['CA']
13,Food Pantry,24133 Railroad Ave Newhall CA 91321,Newhall,['CA']
14,Food Runner,1735 Union St San Francisco CA 94123,San Francisco,['CA']
15,Community Resources Council,8284 Industrial Ave Roseville CA 95678,Roseville,['CA']
16,The Experience,1554 North Stoddard Ave San Bernardino CA 92405,San Bernardino,['CA']
17,The Food Bank Of Southern California,1444 San Francisco Ave Long Beach CA 90813,Long Beach,['CA']
18,Twin Lakes Food Bank Inc,327 Montrose Dr Folsom CA 95630,Folsom,['CA']
19,Community Distribution Center,11350 Saticoy St Sun Valley CA 91352,Sun Valley,['CA']
0,Circle of Care,26090 Ynez Road Temecula CA 92590,Temecula,['CA']
1,Community Care Program,38801 Calistoga Drive Murrieta CA 92563,Murrieta,['CA']
2,St. Vincent de Paul Food Pantry Temecula,41875 C Street Temecula CA 92592,Temecula,['CA']
3,Pop-Up People's Pantry,936 W 18th Street Merced CA 95340,Merced,['CA']
0,The Food Pantry,1402 Whalley Ave New Haven CT 6515,New Haven,['CT']
1,Harvest Christian Fellowship,5 Freedom Way Niantic CT 6357,Niantic,['CT']
2,Care & Share Of East Lyme Inc,16 Roxbury Rd Niantic CT 6357,Niantic,['CT']
3,New London Area Food Pantry,106 Truman St New London CT 6320,New London,['CT']
0,Heres Help Workforce And Community Development Corporation,700 NW 175th Street Miami Gardens FL 33169,Miami Gardens,['FL']
1,Taylor Outreach Ministries Inc,611 W Dr Martin Luther King Jr Blvd Ste 2 Plant City FL 33563,Plant City,['FL']
2,Operation Productive Endavor,6912 Williams Rd Seffner FL 33584,Seffner,['FL']
3,Feeding South Florida Inc,2501 SW 32nd Ave Hollywood FL 33023,Hollywood,['FL']
4,Boca Helping Hands,1500 NW 1st Ct Boca Raton FL 33432,Boca Raton,['FL']
5,Miami Food Bank,1622 NE 205th Ter Miami FL 33179,Miami,['FL']
6,Lifenet4Families Cooperative Feeding Program,One NW 33rd Ter Fort Lauderdale FL 33311,Fort Lauderdale,['FL']
7,Tampa Bay Harvest,5045 E Bay Dr Clearwater FL 33764,Clearwater,['FL']
8,Second Harvest Food Bank,411 Mercy Dr Orlando FL 32805,Orlando,['FL']
9,Daily Bread Food Bank Inc,2701 SW 32nd Ave Hollywood FL 33023,Hollywood,['FL']
10,Womans And Mens Residence,814 4th Ave N Saint Petersburg FL 33701,Saint Petersburg,['FL']
11,Ride On Inc,11800 SW 20th St Davie FL 33325,Davie,['FL']
12,Feeding America Tampa Bay Incorporated,5829 Ehren Cutoff Land O Lakes FL 34639,Land O Lakes,['FL']
13,Feeding America Tampa Bay,4711 126th Ave N Clearwater FL 33762,Clearwater,['FL']
14,Agape Food Bank,625 McCue Rd Ste 2 Lakeland FL 33815,Lakeland,['FL']
15,Reach Out Community Center,1422 Lucerne Ave Lake Worth FL 33460,Lake Worth,['FL']
16,Daily Bread Food Bank Inc,5850 NW 32nd Ave Miami FL 33142,Miami,['FL']
17,United Food Bank And Services Of Plant City Inc,702 E Alsobrook St Ste H Plant City FL 33563,Plant City,['FL']
18,Community Food And Outreach Ctr,150 W Michigan St # A Orlando FL 32806,Orlando,['FL']
19,Farm Share,18212 Blue Star Hwy Quincy FL 32351,Quincy,['FL']
0,The Pantry Of Broward,610 NW 3rd Avenue Fort Lauderdale FL 33311,Fort Lauderdale,['FL']
1,Daystar Life Centerinc,226 6th St S Saint Petersburg FL 33701,Saint Petersburg,['FL']
2,Open Hands Ministry Of Central Florida,1067 Shadick Dr Orange City FL 32763,Orange City,['FL']
3,Community Food Distribution Center,353 NE 170th St North Miami Beach FL 33162,North Miami Beach,['FL']
4,Cahill Ministries Food Bank,1333 N Brunnell Pkwy Lakeland FL 33805,Lakeland,['FL']
5,Harvest Food Center Inc,150 W Michigan St Ste A Orlando FL 32806,Orlando,['FL']
6,The Volunteer Way,10012 Moon Lake Rd New Port Richey FL 34654,New Port Richey,['FL']
7,Food Pantry Jfs,430 S Congress Ave Delray Beach FL 33445,Delray Beach,['FL']
8,Intercontinental Foods,1335 NW 98th Ct Doral FL 33172,Doral,['FL']
9,First Horeb Baptist Church,14710 W Dixie Highway Miami FL 33181,Miami,['FL']
10,Cooks Hat Food Pantry,5306 N Nebraska Ave Tampa FL 33603,Tampa,['FL']
11,Christian Refuge Community Center Outreach Inc,110 NE 3rd Street Pompano Beach FL 33060,Pompano Beach,['FL']
12,The Volunteer Way,7820 Congress St New Port Richey FL 34653,New Port Richey,['FL']
13,Feeding South Florida Inc,2701 SW 32nd Ave Hollywood FL 33023,Hollywood,['FL']
14,Agape Food Bank,2610 Mine And Mill Rd Lakeland FL 33801,Lakeland,['FL']
15,Community Food Distribution Center Food Bank,13463 NE 17th Avenue North Miami FL 33181,North Miami,['FL']
16,Food Bank Of Manatee,811 23rd Ave E Bradenton FL 34208,Bradenton,['FL']
17,Curlys House Of Style Inc,6025 NW 6th Ct Miami FL 33127,Miami,['FL']
18,Shepherd Road Presbyterian Church Food Pantry,1217 Shepherd Road Lakeland FL 33811,Lakeland,['FL']
19,Skycrest Food Pantry,2045 Drew Street Clearwater FL 33765,Clearwater,['FL']
0,Southeastern Food Bank,532 N. Bluford Ave Ocoee FL 34761,Ocoee,['FL']
0,Colquitt Food Bank,309 3rd St SE Moultrie GA 31768,Moultrie,['GA']
1,Action Ministries,2160 Hills Ave NW Atlanta GA 30318,Atlanta,['GA']
2,Loaves & Fishes-South,733 Carroll St Perry GA 31069,Perry,['GA']
3,Christian Renewal Church Of Brunswick,4265 Norwich Street Ext Brunswick GA 31520,Brunswick,['GA']
4,Fellowship Baptist Church,3311 McKown Road Douglasville GA 30134,Douglasville,['GA']
5,Desire To Inspire Ministries,P.O. Box Stone Mountain GA 30088,Stone Mountain,['GA']
6,The Food Bank Inc,400 Donnie Simmons Way Statesboro GA 30458,Statesboro,['GA']
7,United Foods-America,54 Farmer St Newnan GA 30263,Newnan,['GA']
8,Soul Delicious 2,5955 Jimmy Carter Blvd Norcross GA 30071,Norcross,['GA']
9,The Food Bank Of Northeast Georgia Inc,861 Newton Bridge Rd Athens GA 30607,Athens,['GA']
10,Gwinnett Childrens Food Umbrella Inc,2318 Scenic Hwy S Snellville GA 30078,Snellville,['GA']
11,Habersham Soup Kitchen Inc,140 Etta St Cornelia GA 30531,Cornelia,['GA']
12,Norfan Distributors,1125 Winter Park Ln Norcross GA 30093,Norcross,['GA']
13,Greene County Food Pantry,519 Morningside Apts Greensboro GA 30642,Greensboro,['GA']
14,North Gwinnett Cooperative,4395 Commerce Dr NE Buford GA 30518,Buford,['GA']
15,Atlantafood Bank,970 Jefferson St NW Atlanta GA 30318,Atlanta,['GA']
16,Feed The Hungry,5170 Scofield Rd Atlanta GA 30349,Atlanta,['GA']
17,Community Food Bank,51 N Jackson St Winder GA 30680,Winder,['GA']
18,Chester Community Food Bank,131 S Dugger Ave Roberta GA 31078,Roberta,['GA']
19,Helping Hands Food Pantry,221 S Piedmont Ave Rockmart GA 30153,Rockmart,['GA']
0,Midwest Food Bank -- Georgia Division,220 Parkade Ct Peachtree City GA 30269,Peachtree City,['GA']
1,Daily Bread For All Inc,385 Born St Lawrenceville GA 30046,Lawrenceville,['GA']
2,James,151 Wade Rd SW Taylorsville GA 30178,Taylorsville,['GA']
3,Willing Helpers Food Pantry,8111 Brown Bridge Rd Covington GA 30014,Covington,['GA']
4,Service Foods Inc,6768 Best Friend Rd Atlanta GA 30340,Atlanta,['GA']
5,Southern Crescent Resource Ministries,112 Park West Dr McDonough GA 30253,McDonough,['GA']
6,Five Loaves Two Fish Food Pantry,215 E Slaton Ave Griffin GA 30223,Griffin,['GA']
7,Atlanta Community Food Bank,732 Joseph E Lowery Blvd NW Atlanta GA 30318,Atlanta,['GA']
8,Fountain Of Hope,829 Hollywood Rd NW Atlanta GA 30318,Atlanta,['GA']
9,One Harvest Food Ministries,297 Cooper Rd Loganville GA 30052,Loganville,['GA']
10,Cares Inc,89 Cares Dr Jasper GA 30143,Jasper,['GA']
11,Community Service Ctr,430 Prior St SE Gainesville GA 30501,Gainesville,['GA']
12,United Food Force Inc,1463 Highway 20 W McDonough GA 30253,McDonough,['GA']
13,Woodstock Christian Church,7700 Highway 92 Woodstock GA 30189,Woodstock,['GA']
14,Mary'S Kitchen,65 Golf Course Rd Hartwell GA 30643,Hartwell,['GA']
15,Chattanooga Food Bank,1111 S Hamilton St Dalton GA 30720,Dalton,['GA']
16,Rainbow Pantry,191 Campbell St Royston GA 30662,Royston,['GA']
17,Mt Zion Baptist Church Food Bank,223 Dunwoody Rd La Fayette GA 30728,La Fayette,['GA']
18,Helping Hands Food Pantry,4540 Highway 411 N Chatsworth GA 30705,Chatsworth,['GA']
19,I Care Atlanta,5879-B New Peachtree Road Doraville GA 30340,Doraville,['GA']
0,Food2Life - Rescue Food Foundation,1890 Second Avenue Atlanta GA 30032,Atlanta,['GA']
0,Kapiolani Community College - Hawaii Foodbank,4303 Diamond Head Rd Honolulu HI 96816,Honolulu,['HI']
1,Waikiki Community Center - Hawaii Foodbank,310 Paoakalani Ave Honolulu HI 96816,Honolulu,['HI']
2,Abundant Grace Church - Hawaii Foodbank,702 Puuhale Road Honolulu HI 96819,Honolulu,['HI']
3,Central Samoan Assembly of God - Hawaii Foodbank,3544 Kalihi Street Honolulu HI 96819,Honolulu,['HI']
4,First United Methodist Church - Hawaii Foodbank,1020 S. Beretania Street Honolulu HI 96814,Honolulu,['HI']
5,Fountains of The Living Water - Hawaii Foodbank,2412 Rose Street #100 Honolulu HI 96819,Honolulu,['HI']
6,Full Gospel Temple - Hawaii Foodbank,2464 N School Street Honolulu HI 96819,Honolulu,['HI']
7,Honolulu Fil-am S.D.A Church - Hawaii Foodbank,2232 Kanealii Ave Honolulu HI 96813,Honolulu,['HI']
8,Kalihi Union Church - Hawaii Foodbank,2214 North King Street Honolulu HI 96819,Honolulu,['HI']
9,Palama Settlement - Hawaii Foodbank,810 N. Vineyard Blvd Honolulu HI 96817,Honolulu,['HI']
10,Parents And Children Together - KPT Family Center,1485 Linapuni St. Suite 103 Honolulu HI 96819,Honolulu,['HI']
11,Parish Of St Clement's - Hawaii Foodbank,1515 Wilder Ave Honolulu HI 96822,Honolulu,['HI']
12,River of Life Mission - Hawaii Foodbank,101 N. Pauahi Street Honolulu HI 96817,Honolulu,['HI']
13,Salvation Army - Family Services Office,296 N Vineyard Blvd Honolulu HI 96817,Honolulu,['HI']
14,St Elizabeth’s Episcopal Church - Hawaii Foodbank,720 North King Street Honolulu HI 96817,Honolulu,['HI']
15,St. Pius X Parish - Hawaii Foodbank,2821 Lowrey Ave Honolulu HI 96822,Honolulu,['HI']
16,Su Gran Alabanza - Hawaii Foodbank,701 N King Street Honolulu HI 96817,Honolulu,['HI']
17,Susannah Wesley Community Center - Hawaii Foodbank,1117 Kaili Street Honolulu HI 96819,Honolulu,['HI']
18,Child & Family Services - Hawaii Foodbank,91-1841 Ft. Weaver Rd Honolulu HI 96706,Honolulu,['HI']
0,St Mark'S Food Bank,7960 W Northview St Boise ID 83704,Boise,['ID']
1,Souper Supper Dining Room Inc,Ketchum ID 83340,Ketchum,['ID']
2,Idaho Food Bank,5177 W Overland Rd Boise ID 83705,Boise,['ID']
3,Meridian Food Bank,15 E Bower St Meridian ID 83642,Meridian,['ID']
4,Idaho Food Bank,3562 S Tk Ave Boise ID 83705,Boise,['ID']
5,Food Banks,121 Honeysuckle St Bellevue ID 83313,Bellevue,['ID']
6,B Weiners,1564 Potpourri Dr Ashton ID 83420,Ashton,['ID']
7,St Vincent De Paul Food Bank,3209 W Overland Rd Boise ID 83705,Boise,['ID']
8,Community Food Basket - Idaho Falls,245 N Placer Ave Idaho Falls ID 83402,Idaho Falls,['ID']
9,Good Neighbor Service Center,117 E Park New Plymouth ID 83655,New Plymouth,['ID']
0,Food Pantry,1218 W Main St Belleville IL 62220,Belleville,['IL']
1,Interfaith Food Pantry Inc,345 S President St Carol Stream IL 60188,Carol Stream,['IL']
2,Center Of Hope Food Pantry,1801 W Hovey Ave Ste E Normal IL 61761,Normal,['IL']
3,Midwest Food Bank,700 Erie Ave Morton IL 61550,Morton,['IL']
4,Livingston County Community Pantry,420 N Plum St Pontiac IL 61764,Pontiac,['IL']
5,Missionaries Of Charity,115 N Oakley Blvd Chicago IL 60612,Chicago,['IL']
6,Jacksonville Food Bank,316 E State St Jacksonville IL 62650,Jacksonville,['IL']
7,Marie Wilkinson Foundation & Food Pantry,834 N Highland Ave Aurora IL 60506,Aurora,['IL']
8,Mosque Foundation Food Pantry,7210 W 90th Pl Bridgeview IL 60455,Bridgeview,['IL']
9,America'S Food Bank,8 S Michigan Ave # 1000 Chicago IL 60603,Chicago,['IL']
10,Palestine Food Pantry,15595 E 1150th Ave Palestine IL 62451,Palestine,['IL']
11,Northern Illinois Food Bank,440 Keller Dr Park City IL 60085,Park City,['IL']
12,Manteno Interface Food Pantry,205 N Locust St Manteno IL 60950,Manteno,['IL']
13,Peoria Area Food Bank,923 W Millman St Peoria IL 61605,Peoria,['IL']
14,Food Pantry,2001 W 4th St Dixon IL 61021,Dixon,['IL']
15,Geneseo Food Pantry,217 N Russell Ave Geneseo IL 61254,Geneseo,['IL']
16,Streatorland Cmnty Food Pntry,210 N Wasson St Streator IL 61364,Streator,['IL']
17,Kendall County Food Pantry,1204 Deer St Yorkville IL 60560,Yorkville,['IL']
18,Midwest Food Bank,1703 S Veterans Pkwy Bloomington IL 61701,Bloomington,['IL']
19,Midwest Food Bank,9005 N Industrial Rd Peoria IL 61615,Peoria,['IL']
0,Union Avenue Food Pantry,4350 S Union Ave Chicago IL 60609,Chicago,['IL']
1,Orland Pantry,9005 W 151st St Orland Park IL 60462,Orland Park,['IL']
2,Kewanee Food Pantry Inc,924 Rose St Kewanee IL 61443,Kewanee,['IL']
3,Mendota Area Christian Food Pantry,918 Main St Ste 1 Mendota IL 61342,Mendota,['IL']
4,Northern Illinois Food Bank,3033 W Jefferson St Ste 210 Joliet IL 60435,Joliet,['IL']
5,Loami Area Community Pantry,106 S Main St Loami IL 62661,Loami,['IL']
6,Charleston Area Church'S Food,990 W. State Street Charleston IL 61920,Charleston,['IL']
7,Washington Helps Its People,1253 Peoria Street Washington IL 61571,Washington,['IL']
8,Lincoln Logan Food Pantry,125 N Logan St Lincoln IL 62656,Lincoln,['IL']
9,Tinley Park Food Pantry Inc,6875 173rd Pl Tinley Park IL 60477,Tinley Park,['IL']
10,Stark County Food Pantry-Turner House,322 Downend Rd Toulon IL 61483,Toulon,['IL']
11,Community Harvest,1901 S 4th Ave Morton IL 61550,Morton,['IL']
12,Greater Chicago Food Depository,4100 W 42nd Pl Chicago IL 60632,Chicago,['IL']
13,El Paso City Food Pantry,148 E Main St El Paso IL 61738,El Paso,['IL']
14,Glen-Ed Food Pantry,125 5th Ave Edwardsville IL 62025,Edwardsville,['IL']
15,Okawville Food Pantry,2001 E Stark St Okawville IL 62271,Okawville,['IL']
16,Hope Food Pantry,9273 Coach Stop Rd Columbia IL 62236,Columbia,['IL']
17,Fairview Heights Area Food,412 Saint Clair Rd Fairview Heights IL 62208,Fairview Heights,['IL']
18,Venice Township Supervisor'S,910 Madison Ave Madison IL 62060,Madison,['IL']
19,Murphysboro Food Pantry,906 N 14th St Murphysboro IL 62966,Murphysboro,['IL']
0,Sorento Food Pantry,215 N Main St Sorento IL 62086,Sorento,['IL']
1,Riverbend Community Food Pantry Outreach,929 Milnor St Alton IL 62002,Alton,['IL']
2,Chester Area Christian Food Pantry,128 Koeneman Acres Apt A Chester IL 62233,Chester,['IL']
3,Northern Illinois Food Bank,440 Keller Dr Park City IL 60085,Park City,['IL']
4,Sauk Valley Foodbank,1801 Plant Drive Sterling IL 61081,Sterling,['IL']
5,Catholic Charities Guardian Angel Food Pantry,3512 McArthur Boulevard Alton IL 62002,Alton,['IL']
0,Somebody'S Place,27 W Locust St Petersburg IN 47567,Petersburg,['IN']
1,Hancock County Food Pantry,741 S State St Greenfield IN 46140,Greenfield,['IN']
2,Tri-State Food Bank,801 E Michigan St Evansville IN 47711,Evansville,['IN']
3,Wells Co Food & Clothing Bank,1254 S Main St Bluffton IN 46714,Bluffton,['IN']
4,Community Harvest Food Bank,1010 N Coliseum Blvd Fort Wayne IN 46805,Fort Wayne,['IN']
5,New Jerusalem Outreach,5415 E 34th St Indianapolis IN 46218,Indianapolis,['IN']
6,Blue River Community Harvest,9462 N Carthage Pike Carthage IN 46115,Carthage,['IN']
7,Mt Pleasant Christian Church Bread Of Life Food Pantry,755 N Bluff Rd Greenwood IN 46142,Greenwood,['IN']
8,Orange County Cmnty Food Pntry,321 E Campbell St Paoli IN 47454,Paoli,['IN']
9,Martha'S Kitchen,5783 E State Road 10 Demotte IN 46310,Demotte,['IN']
10,Washington County Food Bank,PO Box 128 Salem IN 47167,Salem,['IN']
11,Patricksburg Food Pantry,850 N Byerly Rd Coal City IN 47427,Coal City,['IN']
12,Widow'S Barrell Food Pantry,821 10th St Tell City IN 47586,Tell City,['IN']
13,Lord'S Pantry,303 N Elder Ave Indianapolis IN 46222,Indianapolis,['IN']
14,Father'S Arms Our,711 S Section St Sullivan IN 47882,Sullivan,['IN']
15,Community Food Bank,1404 S Meridian Rd Jasper IN 47546,Jasper,['IN']
16,Catholic Charities,1356 1/2 Locust St Terre Haute IN 47807,Terre Haute,['IN']
17,Second Harvest Food Bank,6621 N Old State Rd 3 Muncie IN 47303,Muncie,['IN']
18,Mt Vernon Food Pantry,716 Locust St Mount Vernon IN 47620,Mount Vernon,['IN']
19,Angel Food Ministries,3314 Forest Ave Evansville IN 47712,Evansville,['IN']
0,Hunger Inc,1416 E Epler Ave Indianapolis IN 46227,Indianapolis,['IN']
1,Good Neighbor Food Pantry,715B 7th St SW Demotte IN 46310,Demotte,['IN']
2,Hobart Food Pantry,200 S Hobart Rd Hobart IN 46342,Hobart,['IN']
3,White County Food Pantry,1856 N Francis St Monticello IN 47960,Monticello,['IN']
4,Mid North Food Pantry,3333 N Meridian St Indianapolis IN 46208,Indianapolis,['IN']
5,Rose Gray Hilltop Food Pantry,460 College Ave Valparaiso IN 46383,Valparaiso,['IN']
6,Backstreet Mission,215 S Westplex Ave Bloomington IN 47404,Bloomington,['IN']
7,Adam'S Pantry Inc,314 SE Riverside Dr Evansville IN 47713,Evansville,['IN']
8,Southern Kitchen,7854 E 96th St Fishers IN 46037,Fishers,['IN']
9,Boulevard Place Food Pantry,4202 Boulevard Pl Indianapolis IN 46208,Indianapolis,['IN']
10,Ernie'S Heart Pet Food Pantry,610 S Scatterfield Rd Anderson IN 46012,Anderson,['IN']
11,Clay County Emergency Fd Pntry,506 E Pinckley St Brazil IN 47834,Brazil,['IN']
12,Community Harvest Food Bank,999 E Tillman Rd Fort Wayne IN 46816,Fort Wayne,['IN']
13,New Albany Dwelling Place,1138 Pearl St New Albany IN 47150,New Albany,['IN']
14,St Patrick'S Parish,2120 S Harrison St Fort Wayne IN 46802,Fort Wayne,['IN']
15,Food Finders,50 Olympia Ct Lafayette IN 47909,Lafayette,['IN']
0,Community Food Pantry,530 Vine St Davenport IA 52802,Davenport,['IA']
1,Neighborhood Food Bank,215 S 4th St Ste 3 Forest City IA 50436,Forest City,['IA']
2,Caring Hands Outreach Ctr,201 9th St NE Altoona IA 50009,Altoona,['IA']
3,Child & Adult Care Food Prgrm,713 S 12th St Marshalltown IA 50158,Marshalltown,['IA']
4,River Bend Foodbank,4010 Kimmel Dr Davenport IA 52802,Davenport,['IA']
5,Coralville Ec Pantry,203 1st St Coralville IA 52241,Coralville,['IA']
6,Food Bank,210 S Main St North English IA 52316,North English,['IA']
7,Ecumenical Cupboard,205 S D St Oskaloosa IA 52577,Oskaloosa,['IA']
8,Dubuque Food Pantry,1598 Jackson St Dubuque IA 52001,Dubuque,['IA']
9,Iowa Food Bank Association,1111 9th St Ste 260 Des Moines IA 50314,Des Moines,['IA']
10,Urbandale Food Pantry,7611 Douglas Ave Ste 31 Urbandale IA 50322,Urbandale,['IA']
11,St Stephens Food Bank,3145 Cedar Crest Rdg Dubuque IA 52003,Dubuque,['IA']
0,Meade County Clothes Closet & Food Pantry,2320 Bypass Rd Brandenburg KY 40108,Brandenburg,['KY']
1,Portland'S Food Pantry,3713 W Market St Louisville KY 40212,Louisville,['KY']
2,Food Pantry,1111 Industry Rd Lawrenceburg KY 40342,Lawrenceburg,['KY']
3,Ky Association Of Food Bank,1736 Burnt Ridge Rd Mount Vernon KY 40456,Mount Vernon,['KY']
4,Christian Food Bank Of Hopkins,114 N Franklin St Madisonville KY 42431,Madisonville,['KY']
5,Aramark Commisary,920 Kentucky St Bowling Green KY 42101,Bowling Green,['KY']
6,Jolene Bailey,4620 Hustonville Rd Danville KY 40422,Danville,['KY']
0,Food For Families,5600 Hayne Blvd New Orleans LA 70126,New Orleans,['LA']
1,Icons Food Bank,1411 N Market St Opelousas LA 70570,Opelousas,['LA']
2,Sacred Food Pantry Svc,4736 Lyba St Shreveport LA 71109,Shreveport,['LA']
3,Ncoh Food Pantry,13855 Plank Rd Baker LA 70714,Baker,['LA']
4,Zachary Community & Food Pntry,5640A Rollins Rd Zachary LA 70791,Zachary,['LA']
5,The Storehouse Of Saline Food Panty,916 Cooper St Saline LA 71070,Saline,['LA']
6,Food Bank-Northeast Louisiana,4600 Central Ave Monroe LA 71203,Monroe,['LA']
7,Food Pantry,1015 Ogilvie St Bossier City LA 71111,Bossier City,['LA']
8,Food For Family,1325 Airline Hwy Baton Rouge LA 70805,Baton Rouge,['LA']
9,Food For Families Warehouse,245 Illinois St Ste 2 Delhi LA 71232,Delhi,['LA']
0,Walkersville Food Bank,21 W Frederick St Walkersville MD 21793,Walkersville,['MD']
1,Food Pantry Interfaith,44 E Main St Frostburg MD 21532,Frostburg,['MD']
2,Moveable Feast,901 N Milton Ave Baltimore MD 21205,Baltimore,['MD']
3,Brooks-Calvert Emergency Food Pantry,5550 Mackall Rd Saint Leonard MD 20685,Saint Leonard,['MD']
4,Mid Atlantic Cleaning Network,2007 Cedar Circle Dr Catonsville MD 21228,Catonsville,['MD']
5,Maryland Food Bank Eastern Shore,28500 Owens Branch Rd Salisbury MD 21801,Salisbury,['MD']
6,"Mt. Airy Net, Inc.",403 South Main Street Mount Airy MD 21771,Mount Airy,['MD']
0,Good Neighbors Food Pantry,6 Center St Wendell MA 1379,Wendell,['MA']
1,Open Door Food Pantry,28 Emerson Ave # 1 Gloucester MA 1930,Gloucester,['MA']
2,Mo Life Food Pantry,725 Pleasant St New Bedford MA 2740,New Bedford,['MA']
3,Winthrop Community Food Pantry,222 Bowdoin St Winthrop MA 2152,Winthrop,['MA']
4,Franklin Food Pantry,43 W Central St Franklin MA 2038,Franklin,['MA']
5,Northern Hilltown Food Pantry,40 Main St Goshen MA 1032,Goshen,['MA']
6,Oxford Food Pantry,4 Maple Rd Oxford MA 1540,Oxford,['MA']
7,Tewksbury Food Pantry,999 Whipple Rd Tewksbury MA 1876,Tewksbury,['MA']
8,Damien'S Place Food Pantry,3065 Cranberry Hwy East Wareham MA 2538,East Wareham,['MA']
9,Fall River Food Pantry,228 N Main St Fall River MA 2720,Fall River,['MA']
10,St Mary'S Food Pantry,263 Hamilton St Southbridge MA 1550,Southbridge,['MA']
11,Westminister Community Food Pantry,138 Main St Westminster MA 1473,Westminster,['MA']
12,Food Bank Of Western Ma,88 Industry Ave Suite D Springfield MA 1104,Springfield,['MA']
13,Canton Helpline Food Pantry,900 Washington St Canton MA 2021,Canton,['MA']
14,Merrimack Valley Food Bank,735 Broadway St Lowell MA 1854,Lowell,['MA']
15,Easthampton Community Ctr,12 Clark St Easthampton MA 1027,Easthampton,['MA']
16,Foxboro Food Pantry,35 Neponset Ave Foxboro MA 2035,Foxboro,['MA']
17,Weymouth Food Pantry,1189 Commercial St East Weymouth MA 2189,East Weymouth,['MA']
18,Saint Patricks Food Pantry,26 Chestnut St Watertown MA 2472,Watertown,['MA']
19,Lexington Food Pantry,53 Freemont St Lexington MA 2421,Lexington,['MA']
